country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Botswana,,,,,,,,,,,,,22,51.3,88,187,594,781,832,942,986,1010,1100,1030,1050,1160,1070,1240,1300,1430,1750,1720,1950,1930,1950,1980,1590,1700,2020,1600,2050,2010,2090,1800,1980,2140,2090,1940,1950,1580,2110,1430,1300,2160,3850
Brazil,4970,4680,5670,5420,6180,6950,8370,8130,8540,9420,8910,8990,9380,9020,9550,11100,11500,15100,17700,18500,20000,19700,21600,23900,29000,34900,35200,40300,39800,40000,35700,41000,39400,40400,42100,44400,46900,47700,46600,48200,51200,50600,48800,52400,54500,52800,52300,55300,56000,44500,58500,64200,62900,68800,73700
Brunei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,18600,21400,24700,26800,32100,33900,34800,37700,39300,41200,33200,32200,32800,33600,33200,34400,31700,31700,33900,35000,36600,37200,39100,39100,39200,41100,41000,41800,37900,38600,35900,29800,30300,32300,29500,29800,30000,30600,28800,25400,25200,28600,26100,28500,28200,26800,27000,30400,29600,24800,26700,32000,27400,23200,25000
Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,3.67,7.33,7.33,14.7,18.3,18.3,14.7,18.3,25.7,18.3,18.3,14.7,14.7,18.3,18.3,18.3,18.3,18.3,18.3,18.3,7.33,7.33,11,11,7.33,7.33,7.33,14.7,11,14.7,14.7,18.3,11,29.3,22,14.7
Cambodia,0,0,0,0,33,73.3,99,36.7,95.3,33,33,25.7,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3,33,36.7,40.3,180,920
Cameroon,3.67,3.67,0,0,0,0,0,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,0,0,0,0,0,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,49700,45600,47100,46600,52000,54200,52600,57400,60600,59200,58900,55900,62200,52100,48500,61300,59100,65100,69600,76100,81200,83800,88500,93600,103000,99800,92600,99100,106000,107000,93900,98000,102000,93400,96300,98400,100000,107000,114000,114000,122000,121000,116000,115000,111000,112000,112000,122000,111000,91300,89900,80500,76300,68900,75800
Cape Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,4510,4440,4770,4610,4410,4360,4340,4560,4690,4730,4770,5160,4360,4680,4490,3570,3650,3850,3920,4250,5120,4940,3300,4040,5230,5060,5300,5240,7190,9890,10700,8640,7460,7630,9370,10300,14400,18600,17800,18500,14300,9270,9390,9250,10300,10300,12500,13000,16700,13400,16500,20900,23500,25400,25600
China,749000,523000,412000,406000,402000,433000,470000,384000,413000,502000,666000,737000,771000,784000,777000,907000,911000,999000,1120000,1150000,1120000,1130000,1250000,1320000,1460000,1590000,1660000,1770000,1890000,1920000,1980000,2050000,2120000,2230000,2380000,2570000,2660000,2610000,2450000,2380000,2400000,2430000,2780000,3320000,3840000,4430000,4910000,5290000,5730000,6030000,6570000,7320000,7470000,7500000,7430000
Colombia,6680,7200,7710,8220,7710,7200,6420,7960,7960,8520,5810,6510,6700,7770,8320,8790,9230,9420,9900,11300,10300,10700,11000,12100,12000,12200,12000,12500,12600,13000,13900,12400,13700,14200,13600,14100,12500,12300,11700,9690,10200,10300,9270,10400,7290,10200,9360,8060,10800,11800,13500,13800,11600,13100,14600
Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congo, Dem. Rep.",1040,1060,840,818,939,1180,909,950,741,887,788,876,851,829,832,671,876,887,843,748,843,862,825,807,825,821,840,851,931,843,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congo, Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,202,381,308,128,147,297,293,253,231,227,231,231,231
Cote d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1370,862,667,550,928,887,785,1610,1840,2210,2460,2560,2630,2370,2620,2640,1970,2580,2680,2400,2560,2460
Cuba,114,425,125,187,238,242,169,246,154,183,172,139,139,121,125,150,128,235,242,202,253,253,345,238,268,275,264,282,304,444,550,374,172,220,235,216,69.7,73.3,88,91.7,84.3,66,69.7,99,103,77,25.7,73.3,91.7,88,77,11,14.7,36.7,3.67
Cyprus,0,0,0,0,0,0,3.67,0,3.67,3.67,0,3.67,7.33,3.67,0,0,0,0,0,0,0,0,0,0,139,198,147,400,242,198,286,40.3,69.7,80.7,73.3,51.3,44,51.3,69.7,80.7,128,143,139,139,154,139,143,132,106,55,69.7,33,0,0,11
Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102000,97100,90600,88600,87200,89200,83000,73100,86500,84200,80500,82000,75500,79000,81700,82700,76400,69400,71500,69900,64900,62800,61400
Denmark,14900,14500,15900,16100,14900,13700,14100,12600,12300,11500,9370,5740,5330,9080,8190,10800,12200,13700,12900,16300,22000,18100,22100,20000,21400,28000,27000,27500,26000,20500,23000,31600,25700,27700,29600,23800,34600,24500,22000,17800,15200,16000,16100,21500,16400,14200,21000,17600,14900,15200,15300,12300,9360,11900,9050
Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,3.67,3.67,0,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,0,0,0,0,0,0,0,0,73.3,616,257,697,25.7,150,370,319,275,293,341,370,719,620,246,539,620,2810,2060,1270,1870,1930,2110,2060,1850,2100,2340,2210,2810
Ecuador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,414,781,708,708,1210,1030,675,1110,1160,1260,1230,917,939,898,1540,3560,2280,2540,1990,1820,1820,2900,3220,2260,2260,2280,2760,2930,2590,2830,3360,2700,2590,3420,3700,2450,3430,2850,2790,2510,3150,2750,2960,3070,3190,3070,2930,2920,2860,2690,4130,1700,1800,821,1500
El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,0,0,0,0,0,0,0,0
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18200,14500,14100,13500,14000,13900,12000,11000,11400,11500,11200,13200,13200,12600,12000,14500,13600,11900,15200,15900,14900,17400,17500
Ethiopia,25.7,25.7,22,25.7,3.67,25.7,25.7,3.67,14.7,25.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3,110,132,451,594,774,851
Fiji,18.3,3.67,18.3,18.3,11,7.33,3.67,14.7,3.67,3.67,0,3.67,0,0,18.3,44,25.7,51.3,66,62.3,55,47.7,62.3,47.7,58.7,44,40.3,14.7,11,44,62.3,47.7,51.3,51.3,51.3,51.3,58.7,58.7,51.3,47.7,44,40.3,44,44,0,0,0,0,0,0,0,0,0,0,0
Finland,7270,6240,6520,6930,8020,7230,6790,6600,7880,9450,8640,7790,8820,9790,9750,9000,12200,11800,15400,16500,20000,17500,12000,12800,15000,19000,17000,20300,19800,19000,20200,21200,18900,21100,26000,23400,28200,26300,21300,20700,19900,24100,26200,31800,28900,19000,28700,28100,20600,19800,27100,23200,18000,20100,17200
France,181000,182000,186000,198000,190000,178000,165000,162000,155000,156000,146000,133000,118000,116000,116000,102000,120000,117000,114000,125000,125000,110000,113000,101000,98000,95600,78200,72100,73500,78400,75000,79200,69700,55700,55200,57500,62000,54400,64300,57500,55600,47100,50400,53300,51100,52800,49000,50800,48400,42200,45200,38700,42700,46500,34500
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968,638,337,158,161,29.3,77,62.3,58.7,55,55,114,172,180,180,381,257,510,799,1060,1180,1210,1140
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446000,406000,381000,371000,355000,352000,336000,328000,312000,328000,335000,326000,328000,330000,316000,330000,334000,312000,280000,306000,302000,310000,316000,308000
Ghana,165,154,91.7,114,121,73.3,143,80.7,62.3,51.3,84.3,14.7,14.7,29.3,7.33,14.7,29.3,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,7.33,7.33,7.33,7.33,7.33,7.33,7.33,7.33,7.33,7.33,7.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,3120,3290,3300,4370,4940,6380,6310,6320,6660,8000,5710,6700,6970,8500,9000,11400,13400,13800,11900,13600,12800,14300,15600,19200,20600,23800,24400,26600,29100,31400,31700,30600,32100,32200,33300,33000,31200,33700,35100,33700,35600,36600,35400,35100,35900,35300,33300,34900,32800,33300,31000,31100,32100,27600,26400
Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3,572,532,1030,979,1130,1560,1690,1190,1200,781,1310,1310,1320,1320,1910
Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,150,158,161,47.7,47.7,80.7,33,33,66,69.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,150,359,326,374,447,462,488,330,326,447,440,455,664,671,682,532
Hungary,36500,39100,39600,43900,48000,45900,44300,39100,38500,37300,46200,42300,40500,40000,38600,37200,37500,36800,38100,37800,36700,37700,38700,37000,36900,36500,35500,35800,33000,30900,24100,23700,20500,19100,18700,18200,18700,18100,16700,16300,15100,14100,14200,14700,13400,12000,12200,12500,12200,10100,10800,11000,10600,9340,8800
Iceland,58.7,44,44,29.3,33,18.3,14.7,11,11,3.67,3.67,3.67,3.67,3.67,0,0,0,0,0,51.3,66,110,114,165,231,246,275,220,227,235,242,246,176,172,257,209,242,213,249,216,370,352,367,345,389,378,337,403,356,323,341,345,352,370,330
India,97200,105000,114000,122000,117000,129000,129000,132000,137000,136000,137000,140000,149000,152000,161000,178000,187000,196000,193000,200000,218000,233000,236000,257000,256000,280000,302000,323000,351000,376000,405000,435000,455000,479000,504000,522000,558000,584000,580000,620000,634000,644000,662000,692000,741000,798000,856000,932000,1010000,1090000,1090000,1210000,1370000,1330000,1490000
Indonesia,1820,1530,1300,1600,1210,763,898,620,473,561,433,554,524,356,440,546,447,510,546,653,708,792,862,1200,1880,3670,8060,8230,6920,6290,6950,13500,12500,21300,26700,25200,27600,29400,32100,37200,42000,58900,63300,65800,77700,88600,111000,129000,173000,174000,129000,278000,300000,144000,122000
Iran,612,524,543,605,726,755,755,770,788,1300,1260,1430,2430,2670,3040,2620,2330,2340,2540,2410,2430,1930,3000,2750,3270,3430,3580,3660,3710,3060,2700,3850,3390,4140,4180,3910,4090,4200,4890,4980,5330,4140,4670,5190,5000,6090,5990,6580,5860,4400,5450,5320,4130,4250,3300
Iraq,7.33,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,11,7.33,3.67,11,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,7600,8310,8240,7880,7890,6670,7430,7650,8870,8410,8160,8230,7720,7100,7450,6790,6940,7420,6160,7720,7410,7920,8360,9230,8750,10200,11200,14200,14500,14600,13200,13000,12700,12100,11400,11200,11500,11200,11200,9460,10100,10600,10300,10300,9460,10700,9500,9340,9150,8160,8070,7550,9000,7820,7750
Israel,121,114,117,55,73.3,22,18.3,18.3,25.7,25.7,18.3,22,18.3,11,11,14.7,14.7,14.7,14.7,14.7,14.7,14.7,2410,4470,7120,7790,8540,8670,8650,9220,9960,10900,13400,15100,16000,17600,20900,23100,24800,24200,28200,30600,29300,29800,30100,27800,29900,30300,29600,27100,28100,29000,32600,26700,24800
Italy,27900,30200,31900,32800,27800,30600,31700,35200,32800,32900,32900,30700,29100,29400,31700,30600,31000,31400,35600,40200,45000,47800,49900,44500,54700,59400,53300,55700,52700,52200,55600,52300,46300,40400,43300,46400,42600,43100,44800,44600,47600,50800,51900,56200,62900,62500,63200,63700,61800,48300,53700,60300,61700,51400,49600
Jamaica,0,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,0,0,3.67,3.67,3.67,0,0,0,0,0,0,0,0,139,136,176,147,139,147,169,180,187,191,191,139,235,227,176,154,73.3,95.3,128,136,114,213,194,235,275
Japan,139000,161000,154000,155000,160000,166000,171000,182000,200000,221000,229000,207000,200000,215000,229000,214000,209000,205000,175000,191000,224000,248000,243000,230000,260000,272000,258000,251000,279000,277000,292000,297000,292000,295000,313000,325000,335000,345000,324000,349000,368000,376000,391000,404000,443000,418000,422000,442000,433000,386000,439000,410000,425000,460000,449000
Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180,1380
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156000,143000,134000,111000,98300,82500,82900,77800,74900,80800,82800,89800,106000,107000,115000,123000,132000,122000,131000,144000,144000,142000,141000
Kenya,114,99,117,114,91.7,147,128,132,110,84.3,220,216,106,187,176,121,169,169,139,44,47.7,238,88,246,315,231,227,246,301,352,403,352,422,352,293,370,352,246,198,194,176,176,264,246,286,334,444,400,411,367,627,1020,909,1000,1250
Kiribati,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3820,3440,3420,1250,1860,1940,1940,1920,1870,1230,1990,2410,2370,2320,2230,2310,3190,2750,2680,2870,4020,3580,4510
Lao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,3.67,3.67,3.67,3.67,3.67,62.3,136,253,312,550,557,451,653,612,895,902,975,323,359,363,664,554,521,385,308
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2070,1890,1420,1010,950,843,620,480,499,469,378,330,257,312,323,407,403,326,411,418,348,301,227
Lebanon,11,3.67,7.33,22,29.3,25.7,11,3.67,11,25.7,11,11,18.3,36.7,25.7,25.7,14.7,14.7,14.7,14.7,14.7,14.7,7.33,0,0,0,0,0,0,0,0,0,0,293,297,502,598,609,532,535,502,502,502,502,502,502,502,502,502,502,565,627,627,502,627
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140,1200,1250,1290,1330,1350,1380,1410,1430,1450,1470,1490,1510,1540,1570,1600,1630,1650,1680,1710,1750,1780,1800,1830,1860
Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libya,88,103,14.7,25.7,3.67,18.3,0,3.67,11,3.67,0,3.67,3.67,0,0,0,0,0,0,0,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67,11,14.7,14.7,14.7,11,14.7,14.7,14.7,14.7,0,0,0,0,0,0,0,0,3.67,0,0,0,0,0,0,0,0
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1830,1630,1350,1080,986,788,671,565,378,341,557,715,697,766,1050,983,832,653,803,917,898,1030,869
Luxembourg,10800,10700,10200,9620,10100,9610,8670,8120,8710,9260,9490,8800,8680,8600,9230,7010,6630,5690,6470,7100,6920,5640,5210,4790,5450,5430,4960,4030,4160,4360,4290,4050,3830,3940,3430,1950,1840,1180,425,429,477,521,312,242,348,334,396,326,315,290,286,220,205,180,202
Madagascar,47.7,14.7,14.7,40.3,33,40.3,40.3,44,55,51.3,55,62.3,55,33,36.7,51.3,55,44,33,69.7,66,73.3,73.3,73.3,18.3,11,47.7,33,51.3,33,33,33,33,36.7,33,25.7,25.7,33,33,22,25.7,25.7,25.7,25.7,25.7,44,40.3,25.7,33,36.7,106,407,697,1130,1020
